image_path,category,generator,label
church/img040850.jpg,church,church,0
church/img019907.jpg,church,church,0
church/img066055.jpg,church,church,0
church/img050558.jpg,church,church,0
church/img064675.jpg,church,church,0
church/img047296.jpg,church,church,0
church/img012445.jpg,church,church,0
church/img002076.jpg,church,church,0
church/img043364.jpg,church,church,0
church/img070139.jpg,church,church,0
church/img016262.jpg,church,church,0
church/img033681.jpg,church,church,0
church/img061071.jpg,church,church,0
church/img012884.jpg,church,church,0
church/img010237.jpg,church,church,0
ffhq/img026110.jpg,ffhq,ffhq,0
ffhq/img038323.jpg,ffhq,ffhq,0
ffhq/img010500.jpg,ffhq,ffhq,0
ffhq/img035384.jpg,ffhq,ffhq,0
ffhq/img035082.jpg,ffhq,ffhq,0
ffhq/img061556.jpg,ffhq,ffhq,0
ffhq/img058857.jpg,ffhq,ffhq,0
ffhq/img050258.jpg,ffhq,ffhq,0
ffhq/img057807.jpg,ffhq,ffhq,0
ffhq/img040052.jpg,ffhq,ffhq,0
ffhq/img000858.jpg,ffhq,ffhq,0
ffhq/img013708.jpg,ffhq,ffhq,0
ffhq/img025169.jpg,ffhq,ffhq,0
ffhq/img033877.jpg,ffhq,ffhq,0
ffhq/img053509.jpg,ffhq,ffhq,0
ffhq/img011499.jpg,ffhq,ffhq,0
ffhq/img027880.jpg,ffhq,ffhq,0
ffhq/img023291.jpg,ffhq,ffhq,0
ffhq/img060343.jpg,ffhq,ffhq,0
ffhq/img046995.jpg,ffhq,ffhq,0
imagenet/img010609.jpg,imagenet,imagenet,0
imagenet/img025947.jpg,imagenet,imagenet,0
imagenet/img010915.jpg,imagenet,imagenet,0
imagenet/img007794.jpg,imagenet,imagenet,0
imagenet/img056067.jpg,imagenet,imagenet,0
imagenet/img010628.jpg,imagenet,imagenet,0
imagenet/img028444.jpg,imagenet,imagenet,0
imagenet/img038948.jpg,imagenet,imagenet,0
imagenet/img060119.jpg,imagenet,imagenet,0
imagenet/img099918.jpg,imagenet,imagenet,0
imagenet/img068012.jpg,imagenet,imagenet,0
imagenet/img053574.jpg,imagenet,imagenet,0
imagenet/img020336.jpg,imagenet,imagenet,0
imagenet/img073276.jpg,imagenet,imagenet,0
imagenet/img077633.jpg,imagenet,imagenet,0
imagenet/img045347.jpg,imagenet,imagenet,0
imagenet/img017446.jpg,imagenet,imagenet,0
imagenet/img068633.jpg,imagenet,imagenet,0
imagenet/img057020.jpg,imagenet,imagenet,0
imagenet/img093223.jpg,imagenet,imagenet,0
laion5b/3916948011224.jpg,laion5b,laion5b,0
laion5b/4171914027167.jpg,laion5b,laion5b,0
laion5b/2179632001018.jpg,laion5b,laion5b,0
laion5b/1015059001788.jpg,laion5b,laion5b,0
laion5b/4265077018650.jpg,laion5b,laion5b,0
laion5b/3515749010250.jpg,laion5b,laion5b,0
laion5b/3791693008097.jpg,laion5b,laion5b,0
laion5b/3155714000335.jpg,laion5b,laion5b,0
laion5b/1929854008791.jpg,laion5b,laion5b,0
laion5b/3292969116391.jpg,laion5b,laion5b,0
laion5b/3468900001473.jpg,laion5b,laion5b,0
laion5b/3927993002808.jpg,laion5b,laion5b,0
laion5b/1237590005920.jpg,laion5b,laion5b,0
laion5b/3951510004260.jpg,laion5b,laion5b,0
laion5b/3850042017297.jpg,laion5b,laion5b,0
laion5b/3812838003461.jpg,laion5b,laion5b,0
laion5b/1001643007856.jpg,laion5b,laion5b,0
laion5b/1106183009738.jpg,laion5b,laion5b,0
laion5b/3760466009462.jpg,laion5b,laion5b,0
laion5b/1110859005505.jpg,laion5b,laion5b,0
DDIM/ade2be375ae91424830d862d2c2b29b3.png,DDIM,DDIM,1
DDIM/bf9653a4d36e07aac6c76a3c03348f5d.png,DDIM,DDIM,1
DDIM/f8941c6632e6909a3096e2d80689237c.png,DDIM,DDIM,1
DDIM/3ded9f83b8cf3ad63f748ae511dbb3b5.png,DDIM,DDIM,1
DDIM/2d684871a31dcd59940f8c8a72fff8f6.png,DDIM,DDIM,1
DDIM/ff5b39015b324861bc78b39bf0f5da80.png,DDIM,DDIM,1
DDIM/8acdc8080cd397e03be45776eef8b953.png,DDIM,DDIM,1
DDIM/473a3e0174a36ae448c38e352067878c.png,DDIM,DDIM,1
DDIM/f7d5959bd22c15ea386aed9587b39b66.png,DDIM,DDIM,1
DDIM/1c76b31bfeda8769a3214602dbefa4ec.png,DDIM,DDIM,1
DDIM/89a1c0317fbbf1ca7dc9f7608242a393.png,DDIM,DDIM,1
DDIM/57288dd95aafbf849a6bd1d4928727d2.png,DDIM,DDIM,1
DDIM/9abd43f298ed72d0237d34b194a32fb6.png,DDIM,DDIM,1
DDIM/ee44f1e0d76d34c5b8979aa20b1f812e.png,DDIM,DDIM,1
DDIM/5c8fe4d4980ba36d2d4ddc13542d3f71.png,DDIM,DDIM,1
DDIM/5acc6da37c3da47ddf485e466d452035.png,DDIM,DDIM,1
DDIM/f805722263fbed5c7214e65af8c74dac.png,DDIM,DDIM,1
DDIM/c1329244419121f3b66be66034be74c6.png,DDIM,DDIM,1
DDIM/448b72b4f8ff536dc5638e7dd58dcd23.png,DDIM,DDIM,1
DDIM/3c5c499a8dc14acad578a36c48a2389a.png,DDIM,DDIM,1
DDPM/c5c9493f091ed9a5c80a4625ffec0ea1.png,DDPM,DDPM,1
DDPM/8ca86d607e38f6f916c897ead6f835b8.png,DDPM,DDPM,1
DDPM/3aae3a6427decab1e9f9a408e142105c.png,DDPM,DDPM,1
DDPM/d44fda8525833de9a482e100f77deda5.png,DDPM,DDPM,1
DDPM/f0853b72780d8f4d788adef89ff450cd.png,DDPM,DDPM,1
DDPM/6c08c2874d102c6251ec2e01d364ca66.png,DDPM,DDPM,1
DDPM/a76f2469206e6637dd634149a8a92d6c.png,DDPM,DDPM,1
DDPM/dae3d2ce91849dc62c1b9ad50750b1e3.png,DDPM,DDPM,1
DDPM/e57a66e88a05bd5128c0ef1abe60ccc0.png,DDPM,DDPM,1
DDPM/8fcf8101756748c7931c557c8bebce4d.png,DDPM,DDPM,1
DDPM/061b63e37b08d28917fea9fd9b7ba5cc.png,DDPM,DDPM,1
DDPM/40d60cee32c6e64cf3be02fe3999acd4.png,DDPM,DDPM,1
DDPM/de984f751880a6a9897627d2722026c6.png,DDPM,DDPM,1
DDPM/926cbdd7b66a37d893e666dc6a33082b.png,DDPM,DDPM,1
DDPM/0eb354253a57f67a9a6f1b9544062040.png,DDPM,DDPM,1
DDPM/1dee296354c068ad11ba37be40828c9c.png,DDPM,DDPM,1
DDPM/c724203381278c8ce22089880fc22327.png,DDPM,DDPM,1
DDPM/bfdd27007226e6c57afd2037da38adf4.png,DDPM,DDPM,1
DDPM/86886727222824640c6ca6ff55e31841.png,DDPM,DDPM,1
DDPM/ef86018788114e7f1514c1f7a20fc803.png,DDPM,DDPM,1
Imagen/3421.png,Imagen,Imagen,1
Imagen/1748.png,Imagen,Imagen,1
Imagen/4507.png,Imagen,Imagen,1
Imagen/2533.png,Imagen,Imagen,1
Imagen/2108.png,Imagen,Imagen,1
Imagen/589.png,Imagen,Imagen,1
Imagen/1834.png,Imagen,Imagen,1
Imagen/1792.png,Imagen,Imagen,1
Imagen/1357.png,Imagen,Imagen,1
Imagen/1193.png,Imagen,Imagen,1
Imagen/2691.png,Imagen,Imagen,1
Imagen/2607.png,Imagen,Imagen,1
Imagen/524.png,Imagen,Imagen,1
Imagen/6023.png,Imagen,Imagen,1
Imagen/3487.png,Imagen,Imagen,1
Imagen/1733.png,Imagen,Imagen,1
Imagen/1854.png,Imagen,Imagen,1
Imagen/211.png,Imagen,Imagen,1
Imagen/3794.png,Imagen,Imagen,1
Imagen/816.png,Imagen,Imagen,1
VQDM/3e063b79c2fa120f5b8fd483bf762501.png,VQDM,VQDM,1
VQDM/1ba200cd6f8c27f9d6001fa5e162efc3.png,VQDM,VQDM,1
VQDM/5c3136cb7b8d979544c35f819f584c06.png,VQDM,VQDM,1
VQDM/733c9e300a9144d22638d22b35a6ee60.png,VQDM,VQDM,1
VQDM/a264cdb61aee9d45912a38a7284e48d2.png,VQDM,VQDM,1
VQDM/5f8152208fb7d5c23b2b6c69fb445439.png,VQDM,VQDM,1
VQDM/55798d89836384de78ffea39f8654d42.png,VQDM,VQDM,1
VQDM/715d30aa4cf6f316f6c7ea5b2d2f868f.png,VQDM,VQDM,1
VQDM/2a289dd7b13c1b7ddd078d633f4f4d8a.png,VQDM,VQDM,1
VQDM/d9c27e2501b6ccea46ee5501e2d804bf.png,VQDM,VQDM,1
VQDM/2500f7d5085f278dcbd12349f4217087.png,VQDM,VQDM,1
VQDM/82b08a7c616ca5160f0282e09d87cac9.png,VQDM,VQDM,1
VQDM/67d07a706046a0cb3cb1aa1aa2144131.png,VQDM,VQDM,1
VQDM/f4a37cc9e594cefd5eeb979d88700227.png,VQDM,VQDM,1
VQDM/ffef5202013b5ac639c12e8e4ffacab1.png,VQDM,VQDM,1
VQDM/ea243c9f9919e9157da5e5f58d22c20f.png,VQDM,VQDM,1
VQDM/ca48cfb0530a2810c09f02ae989165b1.png,VQDM,VQDM,1
VQDM/5b96d53c0b3550df93e3224bb5977ce4.png,VQDM,VQDM,1
VQDM/279a7ccc88ed779a5faea3937dfcbc5c.png,VQDM,VQDM,1
VQDM/3778e6bf92a0d20cbbbed6e408f4c02b.png,VQDM,VQDM,1
ADM/1459cb61de0174458726d7a415819779.png,ADM,ADM,1
ADM/29f8930e5d07eaa736d8d86ad3325057.png,ADM,ADM,1
ADM/311dbfe02d6986172853d1d7cf6af9f1.png,ADM,ADM,1
ADM/87f6b7cf9a3e95807229e43757948eaa.png,ADM,ADM,1
ADM/d41f2eb1e81f2ca74defb631c037ffe2.png,ADM,ADM,1
ADM/8a4687314c38370836ff5b5c43b7a656.png,ADM,ADM,1
ADM/d03ab792bc525a5850fa03b9747692d3.png,ADM,ADM,1
ADM/37e17bf8808fa932135e7cfd01ade233.png,ADM,ADM,1
ADM/710b8d1c4b838e1ca563ecbf61c8efe8.png,ADM,ADM,1
ADM/7456c25203abd5a0e9e77279a37fbdca.png,ADM,ADM,1
ADM/a17c7191d57f40e89d2397e1b466a426.png,ADM,ADM,1
ADM/118844b2779a5f41915c167b0940577a.png,ADM,ADM,1
ADM/4d515e22c5efa9a52469d1bc18d4e604.png,ADM,ADM,1
ADM/1bf1c43f8506765eea6094694d2d3ee9.png,ADM,ADM,1
ADM/fab103f780d6793a5103a1aa2962323c.png,ADM,ADM,1
ADM/256b0c58ca16ffc1a740c3fb1975dc5a.png,ADM,ADM,1
ADM/22711f3be7ce73e8d35c8dbb7959758c.png,ADM,ADM,1
ADM/4aac4931c1c72b9a3ce3884f5abe6ca4.png,ADM,ADM,1
ADM/5722eebf93f64e22b175dfecefb2c72c.png,ADM,ADM,1
ADM/3200b2ece5070c039114d04aff099a05.png,ADM,ADM,1
SDwithAdaptor/2125.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00015-3924160063-close_up_photo_of_a_white_rabbit_in_an_enchanted_forest__sitting_on_the_lawn_surrounded_by_magical_flowers__lilies__orchids_.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/16644.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00707-5775659-cf9-DPM++_SDE_Karras-s30-ad1a10552b.jpg,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00108-3305618773.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/18075.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00057-1975445747.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/2822.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00027-749639491.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00168-3418299695.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/example_5.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00082-abyssorangemix2NSFW_abyssorangemix2Nsfw_996036307.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/12698.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/4552.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/3454646526-20230510220628.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/7760.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/3796.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/8243.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00886-2372078870-a_black_and_white_photo_of_a_computer_screen_with_a_lot_of_lines_coming_out_of_it_by_Ryoji_Ikeda.png,SDwithAdaptor,SDwithAdaptor,1
SDwithAdaptor/00005-330810604.png,SDwithAdaptor,SDwithAdaptor,1
Midjourney/99153c534cffd278c591c836d4a1bfd2.png,Midjourney,Midjourney,1
Midjourney/e434d4f3b4ba88b4334146f6fad23f88.png,Midjourney,Midjourney,1
Midjourney/337f35b4a96e58e768c01f97571c8d81.png,Midjourney,Midjourney,1
Midjourney/3bbadf4b044c73c3fb45906b76902372.png,Midjourney,Midjourney,1
Midjourney/73ceeabd29176d21d188317f11992237.png,Midjourney,Midjourney,1
Midjourney/9a0fd628b0cada22c1e435ac69c4d23e.png,Midjourney,Midjourney,1
Midjourney/13ab109029141869d99f6cb5598e02ca.png,Midjourney,Midjourney,1
Midjourney/56be7468fad9e460edd0f51ed27542db.png,Midjourney,Midjourney,1
Midjourney/b2a765bab7cdbce2c6db5bd1dab5c0de.png,Midjourney,Midjourney,1
Midjourney/0691c927a50e9880d2dae66b653d048e.png,Midjourney,Midjourney,1
Midjourney/fd3dacb3e1f3fb917fe019031bb76f2d.png,Midjourney,Midjourney,1
Midjourney/8d60f270764d25477387d3f9448ce658.png,Midjourney,Midjourney,1
Midjourney/d96299688aacd63dba80c7cbd359658f.png,Midjourney,Midjourney,1
Midjourney/e630330b5f3ade79a8801e62af40360f.png,Midjourney,Midjourney,1
Midjourney/5a260639f12fe190cbfd3b6da5ea8005.png,Midjourney,Midjourney,1
Midjourney/3a7ec03ba64f6e695082258d23ebe4f1.png,Midjourney,Midjourney,1
Midjourney/dad407a455d8ef9b14735fb888c72add.png,Midjourney,Midjourney,1
Midjourney/627d31065128e1372b798b6717cbebda.png,Midjourney,Midjourney,1
Midjourney/0cc456a6ee6b063a66b739724bda87f2.png,Midjourney,Midjourney,1
Midjourney/06d79d5373d5b475615e2cc27ecc1432.png,Midjourney,Midjourney,1
